IP 地址,已发送,已接收,丢包率,平均延迟,下载速度(MB/s),地区码
198.41.214.190,4,4,0.00,5.11,0.00,N/A
172.67.77.131,4,4,0.00,5.11,0.00,N/A
172.67.230.193,4,4,0.00,5.11,0.00,N/A
104.18.40.174,4,4,0.00,5.11,0.00,N/A
104.25.252.205,4,4,0.00,5.11,0.00,N/A
104.17.82.107,4,4,0.00,5.11,0.00,N/A
104.19.70.149,4,4,0.00,5.11,0.00,N/A
104.18.84.91,4,4,0.00,5.11,0.00,N/A
104.16.210.248,4,4,0.00,5.11,0.00,N/A
104.26.5.251,4,4,0.00,5.11,0.00,N/A
104.19.100.72,4,4,0.00,5.11,0.00,N/A
104.18.230.54,4,4,0.00,5.11,0.00,N/A
104.18.215.110,4,4,0.00,5.11,0.00,N/A
172.67.154.182,4,4,0.00,5.11,0.00,N/A
104.19.4.180,4,4,0.00,5.11,0.00,N/A
104.21.233.227,4,4,0.00,5.11,0.00,N/A
104.18.138.46,4,4,0.00,5.11,0.00,N/A
104.19.21.115,4,4,0.00,5.11,0.00,N/A
104.21.70.170,4,4,0.00,5.11,0.00,N/A
104.16.120.228,4,4,0.00,5.11,0.00,N/A
104.18.39.9,4,4,0.00,5.11,0.00,N/A
104.18.29.220,4,4,0.00,5.11,0.00,N/A
104.19.52.177,4,4,0.00,5.11,0.00,N/A
104.25.27.246,4,4,0.00,5.11,0.00,N/A
104.17.32.42,4,4,0.00,5.11,0.00,N/A
104.16.82.181,4,4,0.00,5.11,0.00,N/A
104.24.135.64,4,4,0.00,5.11,0.00,N/A
104.24.167.133,4,4,0.00,5.11,0.00,N/A
172.67.200.126,4,4,0.00,5.11,0.00,N/A
172.65.192.72,4,4,0.00,5.11,0.00,N/A
104.27.110.173,4,4,0.00,5.11,0.00,N/A
162.159.45.124,4,4,0.00,5.11,0.00,N/A
198.41.202.200,4,4,0.00,5.11,0.00,N/A
172.65.168.215,4,4,0.00,5.11,0.00,N/A
104.17.18.68,4,4,0.00,5.11,0.00,N/A
104.18.247.193,4,4,0.00,5.11,0.00,N/A
104.25.148.187,4,4,0.00,5.11,0.00,N/A
172.65.152.194,4,4,0.00,5.11,0.00,N/A
104.17.176.115,4,4,0.00,5.11,0.00,N/A
104.21.215.49,4,4,0.00,5.11,0.00,N/A
104.18.124.226,4,4,0.00,5.11,0.00,N/A
104.16.40.50,4,4,0.00,5.11,0.00,N/A
104.24.186.217,4,4,0.00,5.11,0.00,N/A
104.17.226.95,4,4,0.00,5.11,0.00,N/A
104.20.53.32,4,4,0.00,5.11,0.00,N/A
172.66.139.165,4,4,0.00,5.11,0.00,N/A
104.27.38.98,4,4,0.00,5.11,0.00,N/A
104.27.79.17,4,4,0.00,5.11,0.00,N/A
172.65.38.76,4,4,0.00,5.11,0.00,N/A
104.25.213.9,4,4,0.00,5.11,0.00,N/A
104.24.43.248,4,4,0.00,5.11,0.00,N/A
104.18.143.225,4,4,0.00,5.11,0.00,N/A
172.65.162.91,4,4,0.00,5.12,0.00,N/A
104.24.14.87,4,4,0.00,5.12,0.00,N/A
104.25.155.139,4,4,0.00,5.12,0.00,N/A
172.66.151.81,4,4,0.00,5.12,0.00,N/A
104.21.124.0,4,4,0.00,5.12,0.00,N/A
104.18.15.122,4,4,0.00,5.12,0.00,N/A
172.66.133.56,4,4,0.00,5.12,0.00,N/A
104.16.157.67,4,4,0.00,5.12,0.00,N/A
104.27.17.69,4,4,0.00,5.12,0.00,N/A
104.24.138.20,4,4,0.00,5.12,0.00,N/A
172.64.34.119,4,4,0.00,5.12,0.00,N/A
104.18.242.44,4,4,0.00,5.12,0.00,N/A
104.18.51.83,4,4,0.00,5.12,0.00,N/A
162.159.10.85,4,4,0.00,5.12,0.00,N/A
104.24.161.146,4,4,0.00,5.12,0.00,N/A
172.64.35.57,4,4,0.00,5.12,0.00,N/A
104.25.154.216,4,4,0.00,5.12,0.00,N/A
104.19.156.24,4,4,0.00,5.12,0.00,N/A
172.65.31.199,4,4,0.00,5.12,0.00,N/A
172.66.141.57,4,4,0.00,5.12,0.00,N/A
104.27.98.134,4,4,0.00,5.12,0.00,N/A
172.66.132.98,4,4,0.00,5.12,0.00,N/A
104.27.62.165,4,4,0.00,5.12,0.00,N/A
172.64.47.67,4,4,0.00,5.12,0.00,N/A
104.21.84.139,4,4,0.00,5.12,0.00,N/A
104.16.168.186,4,4,0.00,5.12,0.00,N/A
162.159.18.26,4,4,0.00,5.12,0.00,N/A
104.18.93.116,4,4,0.00,5.12,0.00,N/A
104.27.103.229,4,4,0.00,5.12,0.00,N/A
172.66.216.121,4,4,0.00,5.12,0.00,N/A
104.19.94.167,4,4,0.00,5.12,0.00,N/A
104.19.12.105,4,4,0.00,5.12,0.00,N/A
104.16.245.95,4,4,0.00,5.12,0.00,N/A
172.65.65.252,4,4,0.00,5.12,0.00,N/A
104.19.18.20,4,4,0.00,5.12,0.00,N/A
104.24.205.176,4,4,0.00,5.12,0.00,N/A
104.27.117.162,4,4,0.00,5.12,0.00,N/A
104.19.81.14,4,4,0.00,5.12,0.00,N/A
104.25.111.130,4,4,0.00,5.12,0.00,N/A
104.16.111.38,4,4,0.00,5.12,0.00,N/A
104.24.130.32,4,4,0.00,5.13,0.00,N/A
104.21.212.148,4,4,0.00,5.13,0.00,N/A
104.21.123.17,4,4,0.00,5.13,0.00,N/A
104.18.69.121,4,4,0.00,5.13,0.00,N/A
162.159.243.129,4,4,0.00,5.13,0.00,N/A
104.17.34.97,4,4,0.00,5.13,0.00,N/A
104.16.74.8,4,4,0.00,5.13,0.00,N/A
104.26.3.5,4,4,0.00,5.13,0.00,N/A
104.18.95.140,4,4,0.00,5.13,0.00,N/A
104.17.74.74,4,4,0.00,5.13,0.00,N/A
104.16.83.141,4,4,0.00,5.13,0.00,N/A
104.17.5.99,4,4,0.00,5.13,0.00,N/A
104.25.163.31,4,4,0.00,5.13,0.00,N/A
162.159.4.87,4,4,0.00,5.13,0.00,N/A
104.19.56.50,4,4,0.00,5.13,0.00,N/A
162.159.9.61,4,4,0.00,5.13,0.00,N/A
172.65.145.129,4,4,0.00,5.13,0.00,N/A
104.21.98.11,4,4,0.00,5.13,0.00,N/A
104.17.206.195,4,4,0.00,5.13,0.00,N/A
104.25.224.126,4,4,0.00,5.13,0.00,N/A
104.20.1.5,4,4,0.00,5.13,0.00,N/A
172.65.178.196,4,4,0.00,5.13,0.00,N/A
172.65.114.214,4,4,0.00,5.13,0.00,N/A
104.25.147.218,4,4,0.00,5.13,0.00,N/A
104.18.135.239,4,4,0.00,5.13,0.00,N/A
104.18.1.97,4,4,0.00,5.13,0.00,N/A
104.17.93.39,4,4,0.00,5.13,0.00,N/A
104.24.162.76,4,4,0.00,5.13,0.00,N/A
104.16.233.69,4,4,0.00,5.13,0.00,N/A
104.16.34.95,4,4,0.00,5.13,0.00,N/A
104.21.121.72,4,4,0.00,5.13,0.00,N/A
104.26.1.19,4,4,0.00,5.13,0.00,N/A
104.17.190.185,4,4,0.00,5.13,0.00,N/A
172.65.194.75,4,4,0.00,5.13,0.00,N/A
104.25.146.181,4,4,0.00,5.13,0.00,N/A
104.16.231.57,4,4,0.00,5.13,0.00,N/A
104.17.70.120,4,4,0.00,5.13,0.00,N/A
104.18.31.233,4,4,0.00,5.13,0.00,N/A
104.27.72.120,4,4,0.00,5.13,0.00,N/A
104.24.154.77,4,4,0.00,5.13,0.00,N/A
104.16.53.238,4,4,0.00,5.14,0.00,N/A
104.16.141.205,4,4,0.00,5.14,0.00,N/A
104.24.204.230,4,4,0.00,5.14,0.00,N/A
104.19.184.46,4,4,0.00,5.14,0.00,N/A
104.24.171.129,4,4,0.00,5.14,0.00,N/A
104.17.28.238,4,4,0.00,5.14,0.00,N/A
172.67.86.222,4,4,0.00,5.14,0.00,N/A
141.101.90.26,4,4,0.00,5.14,0.00,N/A
104.24.165.90,4,4,0.00,5.14,0.00,N/A
104.24.227.91,4,4,0.00,5.14,0.00,N/A
104.27.122.106,4,4,0.00,5.14,0.00,N/A
104.25.112.19,4,4,0.00,5.14,0.00,N/A
172.67.196.77,4,4,0.00,5.14,0.00,N/A
104.17.242.128,4,4,0.00,5.14,0.00,N/A
104.18.160.237,4,4,0.00,5.14,0.00,N/A
104.21.126.84,4,4,0.00,5.14,0.00,N/A
172.67.191.176,4,4,0.00,5.14,0.00,N/A
172.64.148.226,4,4,0.00,5.14,0.00,N/A
104.27.25.28,4,4,0.00,5.14,0.00,N/A
172.67.190.192,4,4,0.00,5.14,0.00,N/A
162.159.140.166,4,4,0.00,5.14,0.00,N/A
104.17.87.171,4,4,0.00,5.14,0.00,N/A
172.67.201.23,4,4,0.00,5.14,0.00,N/A
104.24.42.78,4,4,0.00,5.14,0.00,N/A
104.17.234.83,4,4,0.00,5.14,0.00,N/A
104.19.246.6,4,4,0.00,5.14,0.00,N/A
198.41.192.193,4,4,0.00,5.14,0.00,N/A
104.27.95.164,4,4,0.00,5.14,0.00,N/A
104.16.35.204,4,4,0.00,5.14,0.00,N/A
104.18.38.52,4,4,0.00,5.14,0.00,N/A
104.27.113.102,4,4,0.00,5.14,0.00,N/A
104.18.166.52,4,4,0.00,5.14,0.00,N/A
104.21.111.190,4,4,0.00,5.14,0.00,N/A
104.19.229.246,4,4,0.00,5.14,0.00,N/A
104.19.159.35,4,4,0.00,5.14,0.00,N/A
104.25.218.49,4,4,0.00,5.14,0.00,N/A
104.24.178.88,4,4,0.00,5.14,0.00,N/A
104.18.21.26,4,4,0.00,5.14,0.00,N/A
104.24.91.68,4,4,0.00,5.15,0.00,N/A
104.17.198.9,4,4,0.00,5.15,0.00,N/A
104.18.240.24,4,4,0.00,5.15,0.00,N/A
104.25.161.254,4,4,0.00,5.15,0.00,N/A
172.67.224.137,4,4,0.00,5.15,0.00,N/A
104.24.34.67,4,4,0.00,5.15,0.00,N/A
172.64.176.64,4,4,0.00,5.15,0.00,N/A
172.64.68.5,4,4,0.00,5.15,0.00,N/A
172.65.172.135,4,4,0.00,5.15,0.00,N/A
104.16.255.125,4,4,0.00,5.15,0.00,N/A
104.19.29.5,4,4,0.00,5.15,0.00,N/A
104.27.116.14,4,4,0.00,5.15,0.00,N/A
172.67.91.99,4,4,0.00,5.15,0.00,N/A
104.17.95.22,4,4,0.00,5.15,0.00,N/A
104.25.246.154,4,4,0.00,5.15,0.00,N/A
104.19.111.105,4,4,0.00,5.15,0.00,N/A
104.25.156.131,4,4,0.00,5.15,0.00,N/A
172.67.139.125,4,4,0.00,5.15,0.00,N/A
104.19.67.244,4,4,0.00,5.15,0.00,N/A
104.24.85.238,4,4,0.00,5.15,0.00,N/A
104.18.94.26,4,4,0.00,5.15,0.00,N/A
104.24.184.31,4,4,0.00,5.15,0.00,N/A
104.24.163.53,4,4,0.00,5.15,0.00,N/A
162.159.239.126,4,4,0.00,5.15,0.00,N/A
104.19.109.51,4,4,0.00,5.15,0.00,N/A
104.24.185.208,4,4,0.00,5.15,0.00,N/A
104.19.155.89,4,4,0.00,5.15,0.00,N/A
104.24.93.77,4,4,0.00,5.15,0.00,N/A
104.25.253.141,4,4,0.00,5.15,0.00,N/A
104.24.217.95,4,4,0.00,5.15,0.00,N/A
104.18.249.120,4,4,0.00,5.15,0.00,N/A
104.17.246.38,4,4,0.00,5.16,0.00,N/A
172.66.40.64,4,4,0.00,5.16,0.00,N/A
104.25.251.72,4,4,0.00,5.16,0.00,N/A
172.67.89.22,4,4,0.00,5.16,0.00,N/A
104.25.186.198,4,4,0.00,5.16,0.00,N/A
104.19.38.160,4,4,0.00,5.16,0.00,N/A
172.67.160.22,4,4,0.00,5.16,0.00,N/A
104.16.191.116,4,4,0.00,5.16,0.00,N/A
104.27.63.27,4,4,0.00,5.16,0.00,N/A
172.64.75.207,4,4,0.00,5.16,0.00,N/A
104.27.32.66,4,4,0.00,5.16,0.00,N/A
104.24.75.153,4,4,0.00,5.16,0.00,N/A
104.27.109.75,4,4,0.00,5.16,0.00,N/A
104.18.71.35,4,4,0.00,5.16,0.00,N/A
104.18.110.196,4,4,0.00,5.16,0.00,N/A
104.18.248.160,4,4,0.00,5.16,0.00,N/A
104.27.51.27,4,4,0.00,5.16,0.00,N/A
104.18.182.130,4,4,0.00,5.16,0.00,N/A
104.25.238.4,4,4,0.00,5.16,0.00,N/A
104.17.10.40,4,4,0.00,5.16,0.00,N/A
172.64.32.19,4,4,0.00,5.16,0.00,N/A
104.27.5.40,4,4,0.00,5.16,0.00,N/A
162.159.0.186,4,4,0.00,5.16,0.00,N/A
104.25.101.189,4,4,0.00,5.16,0.00,N/A
104.18.108.246,4,4,0.00,5.16,0.00,N/A
104.21.99.84,4,4,0.00,5.16,0.00,N/A
104.25.52.112,4,4,0.00,5.16,0.00,N/A
104.25.211.10,4,4,0.00,5.16,0.00,N/A
172.65.243.203,4,4,0.00,5.16,0.00,N/A
162.159.16.133,4,4,0.00,5.16,0.00,N/A
104.16.186.237,4,4,0.00,5.16,0.00,N/A
104.24.160.71,4,4,0.00,5.16,0.00,N/A
104.19.104.153,4,4,0.00,5.16,0.00,N/A
190.93.247.82,4,4,0.00,5.16,0.00,N/A
104.16.217.169,4,4,0.00,5.16,0.00,N/A
104.17.24.154,4,4,0.00,5.17,0.00,N/A
104.19.48.203,4,4,0.00,5.17,0.00,N/A
104.25.143.114,4,4,0.00,5.17,0.00,N/A
104.19.72.249,4,4,0.00,5.17,0.00,N/A
172.67.92.176,4,4,0.00,5.17,0.00,N/A
198.41.199.213,4,4,0.00,5.17,0.00,N/A
104.24.5.226,4,4,0.00,5.17,0.00,N/A
172.65.238.114,4,4,0.00,5.17,0.00,N/A
172.66.169.83,4,4,0.00,5.17,0.00,N/A
104.19.174.174,4,4,0.00,5.17,0.00,N/A
104.25.137.94,4,4,0.00,5.17,0.00,N/A
104.27.64.232,4,4,0.00,5.17,0.00,N/A
104.19.153.107,4,4,0.00,5.17,0.00,N/A
172.67.226.211,4,4,0.00,5.17,0.00,N/A
104.16.243.173,4,4,0.00,5.17,0.00,N/A
104.16.204.88,4,4,0.00,5.17,0.00,N/A
104.18.164.132,4,4,0.00,5.17,0.00,N/A
172.65.160.66,4,4,0.00,5.17,0.00,N/A
104.25.230.50,4,4,0.00,5.17,0.00,N/A
104.24.131.106,4,4,0.00,5.17,0.00,N/A
172.64.74.218,4,4,0.00,5.17,0.00,N/A
198.41.198.139,4,4,0.00,5.17,0.00,N/A
104.16.33.180,4,4,0.00,5.17,0.00,N/A
104.25.116.62,4,4,0.00,5.17,0.00,N/A
104.20.28.57,4,4,0.00,5.17,0.00,N/A
104.24.187.32,4,4,0.00,5.17,0.00,N/A
104.16.65.163,4,4,0.00,5.17,0.00,N/A
104.18.210.98,4,4,0.00,5.17,0.00,N/A
104.17.233.79,4,4,0.00,5.17,0.00,N/A
104.19.170.224,4,4,0.00,5.17,0.00,N/A
104.24.189.109,4,4,0.00,5.17,0.00,N/A
198.41.208.96,4,4,0.00,5.18,0.00,N/A
104.16.212.158,4,4,0.00,5.18,0.00,N/A
104.20.37.93,4,4,0.00,5.18,0.00,N/A
104.24.139.139,4,4,0.00,5.18,0.00,N/A
104.18.136.76,4,4,0.00,5.18,0.00,N/A
104.21.109.207,4,4,0.00,5.18,0.00,N/A
104.19.73.10,4,4,0.00,5.18,0.00,N/A
104.19.37.208,4,4,0.00,5.18,0.00,N/A
104.17.80.106,4,4,0.00,5.18,0.00,N/A
104.19.133.53,4,4,0.00,5.18,0.00,N/A
104.19.255.180,4,4,0.00,5.18,0.00,N/A
104.27.201.88,4,4,0.00,5.18,0.00,N/A
104.18.151.171,4,4,0.00,5.18,0.00,N/A
104.18.129.113,4,4,0.00,5.18,0.00,N/A
104.27.27.230,4,4,0.00,5.18,0.00,N/A
172.67.151.5,4,4,0.00,5.18,0.00,N/A
198.41.194.175,4,4,0.00,5.18,0.00,N/A
172.67.197.155,4,4,0.00,5.18,0.00,N/A
172.66.144.228,4,4,0.00,5.18,0.00,N/A
190.93.244.223,4,4,0.00,5.18,0.00,N/A
104.25.35.245,4,4,0.00,5.18,0.00,N/A
104.24.35.37,4,4,0.00,5.18,0.00,N/A
104.16.102.229,4,4,0.00,5.18,0.00,N/A
104.17.249.186,4,4,0.00,5.18,0.00,N/A
104.25.250.203,4,4,0.00,5.18,0.00,N/A
104.27.9.102,4,4,0.00,5.18,0.00,N/A
104.18.234.251,4,4,0.00,5.18,0.00,N/A
104.18.30.235,4,4,0.00,5.18,0.00,N/A
104.18.209.6,4,4,0.00,5.18,0.00,N/A
104.25.216.147,4,4,0.00,5.18,0.00,N/A
104.19.75.215,4,4,0.00,5.18,0.00,N/A
104.24.199.61,4,4,0.00,5.19,0.00,N/A
104.24.179.33,4,4,0.00,5.19,0.00,N/A
104.19.57.148,4,4,0.00,5.19,0.00,N/A
104.19.20.211,4,4,0.00,5.19,0.00,N/A
104.16.94.253,4,4,0.00,5.19,0.00,N/A
104.19.53.240,4,4,0.00,5.19,0.00,N/A
162.159.254.58,4,4,0.00,5.19,0.00,N/A
104.20.0.187,4,4,0.00,5.19,0.00,N/A
104.25.151.6,4,4,0.00,5.19,0.00,N/A
104.19.132.192,4,4,0.00,5.19,0.00,N/A
104.25.106.251,4,4,0.00,5.19,0.00,N/A
104.17.86.66,4,4,0.00,5.19,0.00,N/A
172.66.153.172,4,4,0.00,5.19,0.00,N/A
104.19.143.110,4,4,0.00,5.19,0.00,N/A
172.67.130.200,4,4,0.00,5.19,0.00,N/A
162.159.193.190,4,4,0.00,5.19,0.00,N/A
198.41.193.137,4,4,0.00,5.19,0.00,N/A
104.18.37.194,4,4,0.00,5.19,0.00,N/A
172.64.230.188,4,4,0.00,5.19,0.00,N/A
104.18.149.131,4,4,0.00,5.19,0.00,N/A
162.159.17.121,4,4,0.00,5.19,0.00,N/A
104.18.173.59,4,4,0.00,5.19,0.00,N/A
104.19.165.7,4,4,0.00,5.19,0.00,N/A
104.17.217.195,4,4,0.00,5.19,0.00,N/A
104.16.71.111,4,4,0.00,5.19,0.00,N/A
104.16.135.164,4,4,0.00,5.19,0.00,N/A
104.24.195.203,4,4,0.00,5.19,0.00,N/A
104.24.3.207,4,4,0.00,5.19,0.00,N/A
172.67.253.100,4,4,0.00,5.19,0.00,N/A
104.19.101.176,4,4,0.00,5.19,0.00,N/A
172.64.41.237,4,4,0.00,5.19,0.00,N/A
104.17.85.160,4,4,0.00,5.19,0.00,N/A
104.27.28.97,4,4,0.00,5.19,0.00,N/A
104.16.219.129,4,4,0.00,5.19,0.00,N/A
104.27.45.40,4,4,0.00,5.19,0.00,N/A
104.27.69.158,4,4,0.00,5.19,0.00,N/A
104.25.118.207,4,4,0.00,5.19,0.00,N/A
104.18.11.113,4,4,0.00,5.20,0.00,N/A
104.27.108.243,4,4,0.00,5.20,0.00,N/A
162.159.194.20,4,4,0.00,5.20,0.00,N/A
104.16.60.215,4,4,0.00,5.20,0.00,N/A
104.16.14.69,4,4,0.00,5.20,0.00,N/A
104.17.79.218,4,4,0.00,5.20,0.00,N/A
172.64.91.39,4,4,0.00,5.20,0.00,N/A
104.18.131.133,4,4,0.00,5.20,0.00,N/A
104.24.166.45,4,4,0.00,5.20,0.00,N/A
104.20.7.158,4,4,0.00,5.20,0.00,N/A
104.24.7.19,4,4,0.00,5.20,0.00,N/A
104.25.240.205,4,4,0.00,5.20,0.00,N/A
104.16.25.49,4,4,0.00,5.20,0.00,N/A
104.18.67.189,4,4,0.00,5.20,0.00,N/A
104.16.201.143,4,4,0.00,5.20,0.00,N/A
172.65.183.154,4,4,0.00,5.20,0.00,N/A
104.18.153.112,4,4,0.00,5.20,0.00,N/A
104.19.121.68,4,4,0.00,5.20,0.00,N/A
104.19.103.80,4,4,0.00,5.20,0.00,N/A
104.24.213.213,4,4,0.00,5.20,0.00,N/A
104.25.159.249,4,4,0.00,5.20,0.00,N/A
172.64.86.247,4,4,0.00,5.20,0.00,N/A
104.16.16.239,4,4,0.00,5.20,0.00,N/A
104.18.123.163,4,4,0.00,5.20,0.00,N/A
104.20.2.209,4,4,0.00,5.20,0.00,N/A
172.67.93.250,4,4,0.00,5.20,0.00,N/A
104.19.191.168,4,4,0.00,5.20,0.00,N/A
104.19.201.239,4,4,0.00,5.20,0.00,N/A
104.19.231.154,4,4,0.00,5.20,0.00,N/A
172.65.14.80,4,4,0.00,5.20,0.00,N/A
104.25.71.3,4,4,0.00,5.20,0.00,N/A
141.101.121.87,4,4,0.00,5.20,0.00,N/A
104.20.4.96,4,4,0.00,5.20,0.00,N/A
104.24.2.75,4,4,0.00,5.20,0.00,N/A
104.17.134.26,4,4,0.00,5.20,0.00,N/A
104.24.6.161,4,4,0.00,5.21,0.00,N/A
172.64.80.243,4,4,0.00,5.21,0.00,N/A
104.17.19.229,4,4,0.00,5.21,0.00,N/A
104.20.8.57,4,4,0.00,5.21,0.00,N/A
172.64.76.243,4,4,0.00,5.21,0.00,N/A
104.24.164.136,4,4,0.00,5.21,0.00,N/A
104.18.244.129,4,4,0.00,5.21,0.00,N/A
104.24.175.60,4,4,0.00,5.21,0.00,N/A
162.159.14.180,4,4,0.00,5.21,0.00,N/A
104.18.20.141,4,4,0.00,5.21,0.00,N/A
104.25.158.131,4,4,0.00,5.21,0.00,N/A
104.18.214.6,4,4,0.00,5.21,0.00,N/A
104.24.191.75,4,4,0.00,5.21,0.00,N/A
104.25.234.63,4,4,0.00,5.21,0.00,N/A
104.17.72.49,4,4,0.00,5.21,0.00,N/A
104.24.77.31,4,4,0.00,5.21,0.00,N/A
104.19.89.74,4,4,0.00,5.21,0.00,N/A
172.64.232.18,4,4,0.00,5.21,0.00,N/A
104.19.195.134,4,4,0.00,5.21,0.00,N/A
104.19.112.2,4,4,0.00,5.21,0.00,N/A
104.17.75.112,4,4,0.00,5.21,0.00,N/A
172.64.79.98,4,4,0.00,5.21,0.00,N/A
104.16.30.184,4,4,0.00,5.21,0.00,N/A
104.17.88.154,4,4,0.00,5.21,0.00,N/A
104.20.60.75,4,4,0.00,5.21,0.00,N/A
104.19.171.140,4,4,0.00,5.21,0.00,N/A
104.19.15.75,4,4,0.00,5.21,0.00,N/A
162.159.7.98,4,4,0.00,5.21,0.00,N/A
162.159.82.218,4,4,0.00,5.22,0.00,N/A
104.18.54.195,4,4,0.00,5.22,0.00,N/A
104.24.152.121,4,4,0.00,5.22,0.00,N/A
104.27.1.27,4,4,0.00,5.22,0.00,N/A
104.17.184.58,4,4,0.00,5.22,0.00,N/A
104.16.0.37,4,4,0.00,5.22,0.00,N/A
104.18.53.91,4,4,0.00,5.22,0.00,N/A
104.25.168.58,4,4,0.00,5.22,0.00,N/A
104.21.97.163,4,4,0.00,5.22,0.00,N/A
104.16.138.8,4,4,0.00,5.22,0.00,N/A
172.65.155.111,4,4,0.00,5.22,0.00,N/A
104.24.180.143,4,4,0.00,5.22,0.00,N/A
104.19.166.13,4,4,0.00,5.22,0.00,N/A
172.65.144.240,4,4,0.00,5.22,0.00,N/A
104.24.182.55,4,4,0.00,5.22,0.00,N/A
104.21.107.179,4,4,0.00,5.22,0.00,N/A
104.17.116.119,4,4,0.00,5.22,0.00,N/A
104.27.14.74,4,4,0.00,5.22,0.00,N/A
104.17.113.247,4,4,0.00,5.22,0.00,N/A
104.21.104.238,4,4,0.00,5.22,0.00,N/A
104.27.6.193,4,4,0.00,5.22,0.00,N/A
104.18.224.210,4,4,0.00,5.22,0.00,N/A
104.18.239.156,4,4,0.00,5.22,0.00,N/A
172.64.94.171,4,4,0.00,5.22,0.00,N/A
104.25.188.107,4,4,0.00,5.22,0.00,N/A
104.20.14.29,4,4,0.00,5.22,0.00,N/A
198.41.196.50,4,4,0.00,5.22,0.00,N/A
104.19.145.28,4,4,0.00,5.22,0.00,N/A
104.17.177.95,4,4,0.00,5.22,0.00,N/A
104.24.194.2,4,4,0.00,5.22,0.00,N/A
104.24.206.102,4,4,0.00,5.23,0.00,N/A
172.66.205.22,4,4,0.00,5.23,0.00,N/A
104.25.196.106,4,4,0.00,5.23,0.00,N/A
104.19.197.234,4,4,0.00,5.23,0.00,N/A
172.65.197.84,4,4,0.00,5.23,0.00,N/A
104.24.36.86,4,4,0.00,5.23,0.00,N/A
104.18.211.91,4,4,0.00,5.23,0.00,N/A
104.25.145.76,4,4,0.00,5.23,0.00,N/A
104.19.190.81,4,4,0.00,5.23,0.00,N/A
104.19.110.78,4,4,0.00,5.23,0.00,N/A
104.16.77.180,4,4,0.00,5.23,0.00,N/A
108.162.195.69,4,4,0.00,5.23,0.00,N/A
104.17.254.200,4,4,0.00,5.23,0.00,N/A
104.18.12.161,4,4,0.00,5.23,0.00,N/A
172.65.167.186,4,4,0.00,5.23,0.00,N/A
104.17.241.186,4,4,0.00,5.23,0.00,N/A
104.21.41.249,4,4,0.00,5.23,0.00,N/A
104.20.16.238,4,4,0.00,5.23,0.00,N/A
104.27.0.158,4,4,0.00,5.23,0.00,N/A
104.16.108.30,4,4,0.00,5.23,0.00,N/A
104.17.69.25,4,4,0.00,5.23,0.00,N/A
104.24.46.78,4,4,0.00,5.23,0.00,N/A
172.67.221.43,4,4,0.00,5.23,0.00,N/A
104.20.24.182,4,4,0.00,5.23,0.00,N/A
172.67.124.180,4,4,0.00,5.23,0.00,N/A
104.24.80.188,4,4,0.00,5.23,0.00,N/A
104.19.60.231,4,4,0.00,5.23,0.00,N/A
198.41.219.64,4,4,0.00,5.24,0.00,N/A
104.27.73.98,4,4,0.00,5.24,0.00,N/A
162.159.150.55,4,4,0.00,5.24,0.00,N/A
104.17.54.248,4,4,0.00,5.24,0.00,N/A
104.25.100.12,4,4,0.00,5.24,0.00,N/A
104.19.123.91,4,4,0.00,5.24,0.00,N/A
104.20.63.42,4,4,0.00,5.24,0.00,N/A
172.65.237.250,4,4,0.00,5.24,0.00,N/A
104.19.183.206,4,4,0.00,5.24,0.00,N/A
104.16.224.211,4,4,0.00,5.24,0.00,N/A
172.67.212.240,4,4,0.00,5.24,0.00,N/A
172.64.92.27,4,4,0.00,5.24,0.00,N/A
104.20.12.123,4,4,0.00,5.24,0.00,N/A
104.25.214.51,4,4,0.00,5.24,0.00,N/A
172.66.146.154,4,4,0.00,5.24,0.00,N/A
104.18.2.219,4,4,0.00,5.24,0.00,N/A
104.25.114.141,4,4,0.00,5.24,0.00,N/A
162.159.245.100,4,4,0.00,5.24,0.00,N/A
104.18.252.207,4,4,0.00,5.24,0.00,N/A
104.27.120.95,4,4,0.00,5.24,0.00,N/A
172.67.244.43,4,4,0.00,5.24,0.00,N/A
104.17.59.249,4,4,0.00,5.24,0.00,N/A
104.27.49.41,4,4,0.00,5.24,0.00,N/A
104.18.52.92,4,4,0.00,5.25,0.00,N/A
104.25.120.222,4,4,0.00,5.25,0.00,N/A
104.27.197.67,4,4,0.00,5.25,0.00,N/A
104.27.97.175,4,4,0.00,5.25,0.00,N/A
104.16.171.28,4,4,0.00,5.25,0.00,N/A
162.159.42.238,4,4,0.00,5.25,0.00,N/A
104.19.226.38,4,4,0.00,5.25,0.00,N/A
104.18.13.252,4,4,0.00,5.25,0.00,N/A
172.66.140.118,4,4,0.00,5.25,0.00,N/A
104.18.118.67,4,4,0.00,5.25,0.00,N/A
104.24.143.130,4,4,0.00,5.25,0.00,N/A
104.18.103.105,4,4,0.00,5.25,0.00,N/A
104.25.201.231,4,4,0.00,5.25,0.00,N/A
104.24.198.1,4,4,0.00,5.25,0.00,N/A
104.21.32.233,4,4,0.00,5.25,0.00,N/A
104.25.165.166,4,4,0.00,5.25,0.00,N/A
104.27.66.53,4,4,0.00,5.25,0.00,N/A
104.27.41.169,4,4,0.00,5.25,0.00,N/A
104.18.74.154,4,4,0.00,5.25,0.00,N/A
104.24.63.73,4,4,0.00,5.25,0.00,N/A
